,year,vio,mur,rob,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,stateid,shall
486,80,601.3,4.1,235.5,50,19.598.074,7.091.966,17.807.737,5.746.075,12.903.657,73.441.654,25,0
487,81,628.6,3.6,270.9,56,20.847.912,7.083.539,17.765.684,5.768.683,12.965.679,7.373.061,25,0
488,82,571.4,3.8,213.8,65,2.199.134,70.547.714,17.628.248,5.771.226,13.212.695,73.763.114,25,0
489,83,576.8,3.5,208.5,77,23.170.145,7.015.474,1.744.664,5.799.403,13.859,74.123.245,25,0
490,84,523.7,3.6,174.6,79,24.241.145,69.828.186,17.205.465,5.840.772,1.491.149,74.652,25,0
491,85,538.2,3.5,188.5,84,25.325.882,6.940.924,16.934.578,5.880.743,1.548.272,7.516.287,25,0
492,86,556.9,3.6,192.7,88,2.635.446,6.889.589,16.622.087,5.902.682,16.320.185,7.544.328,25,0
493,87,564.6,3.0,177.3,92,27.325.575,684.094,1.626.856,5.935.209,17.105.007,7.585.901,25,0
494,88,619.6,3.5,176.3,102,28.355.942,6.805.308,15.938.027,5.979.981,17.963.228,7.643.125,25,0
495,89,675.0,4.3,202.6,109,29.358.428,67.523.384,15.571.112,6.015.479,18.033.773,76.884.955,25,0
496,90,736.3,4.0,217.1,122,30.254.223,6.919.524,15.206.863,6.018.664,17.695.927,76.788.265,25,0
497,91,736.1,4.2,194.6,132,30.974.126,68.455.696,14.803.342,5.998.652,1.736.052,7.653.294,25,0
498,92,779.0,3.6,184.4,143,3.176.355,67.975.334,14.445.545,5.993.474,17.661.959,7.646.688,25,0
499,93,804.9,3.9,175.7,161,32.546.294,6.748.496,14.125.925,6.010.884,17.682.497,76.689,25,0
500,94,707.6,3.5,168.2,154,3.325.291,672.147,13.820.649,6.031.352,18.037.151,7.695.014,25,0
501,95,687.2,3.6,150.4,174,34.130.743,67.077.286,13.580.097,6.062.335,18.345.354,77.345.437,25,0
502,96,642.2,2.6,127.7,170,34.893.227,6.697.061,13.388.322,6.085.393,1.880.743,7.763.961,25,0
503,97,644.2,1.9,109.1,178,35.915.766,66.947.754,13.236.517,6.115.476,19.455.929,7.802.343,25,0
504,98,621.3,2.0,96.6,278,36.758.306,6.697.878,13.130.722,6.144.407,20.411.676,78.392.535,25,0
505,99,551.0,2.0,96.0,275,3.768.917,67.029.434,13.032.178,6.175.169,21.245.146,7.878.501,25,0
506,77,584.7,9.3,261.9,137,4.589.848,6.494.021,18.704.279,917.111,13.081.308,16.141.489,26,0
507,78,577.2,10.6,219.3,151,46.688.666,64.846.954,18.576.038,9.217.762,13.498.352,16.223.599,26,0
508,79,614.2,9.1,219.6,162,4.752.085,6.472.587,18.469.484,9.266.269,13.309.772,16.308.972,26,0
509,80,639.5,10.2,244.0,163,4.9121,6.453.066,18.397.345,9.255.553,12.536.121,16.250.928,26,0
510,81,641.9,9.4,257.5,163,4.957.617,643.437,18.241.907,9.209.284,12.193,16.169.688,26,0
511,82,656.6,9.1,271.1,165,50.083.694,6.404.739,17.983.223,9.115.202,11.828.783,16.004.498,26,0
512,83,716.7,10.0,285.3,162,5.053.564,6.367.474,17.681.395,9.047.753,12.243,15.886.071,26,0
513,84,760.1,9.7,306.7,159,51.021.466,6.340.595,17.346.676,9.049.446,13.019.383,15.889.044,26,0
514,85,734.1,11.2,292.4,161,51.582.823,63.119.892,1.700.113,9.076.297,13.643.684,1.593.619,26,0
515,86,803.9,11.3,301.3,196,52.124.743,62.832.325,16.637.974,9.127.776,14.155.857,16.026.576,26,0
516,87,780.1,12.2,276.5,227,5.270.267,6.252.574,16.250.998,9.187.485,14.146.009,16.131.413,26,0
517,88,741.7,10.8,241.1,259,53.182.797,62.205.704,15.903.775,9.218,14.480.716,16.184.992,26,0
518,89,709.2,10.7,222.3,298,5.376.304,6.178.036,15.546.633,925.329,14.675.628,16.246.954,26,0
519,90,790.4,10.4,234.0,340,5.444.306,6.341.766,15.248.277,9.310.462,14.494.764,16.389.062,26,0
520,91,803.1,10.8,243.3,366,5.481.307,6.324.012,14.997.762,9.395.022,14.121.458,16.537.912,26,0
521,92,770.1,9.9,221.5,388,55.155.034,6.313.263,14.777.406,9.470.323,1.439.738,16.670.462,26,0
522,93,791.5,9.8,238.5,413,55.551.543,62.942.345,14.594.144,952.924,1.473.771,16.774.173,26,0
523,94,766.1,9.8,228.9,414,558.915,6.284.308,14.407.176,9.584.481,15.363.264,16.871.412,26,0
524,95,687.8,8.5,187.3,427,56.368.456,62.777.473,14.302.137,9.659.871,15.679.649,17.004.122,26,0
525,96,635.3,7.5,176.2,429,5.675.034,62.838.097,14.231.008,9.739.184,15.523.845,17.143.735,26,0
526,97,590.0,7.8,152.8,440,5.724.264,62.858.715,14.174.147,978.545,1.587.897,17.225.176,26,0
527,98,620.8,7.3,155.8,457,57.728.887,62.910.812,14.133.761,9.820.231,16.376.022,172.864,26,0
528,99,574.9,7.0,143.0,466,58.338.413,62.944.023,1.409.948,9.863.775,16.806.192,17.363.049,26,0
529,77,193.8,2.7,85.9,41,9.416.787,71.220.985,18.705.082,3.989.365,12.426.996,50.314.233,27,0
530,78,189.6,2.0,85.1,44,9.856.448,7.118.407,18.564.974,4.015.341,12.943.688,50.641.842,27,0
531,79,221.0,2.3,92.5,49,10.273.764,7.114.611,1.843.942,4.050.317,12.909.148,5.108.296,27,0
532,80,227.8,2.6,99.1,51,10.994.079,71.298.256,18.379.385,4.085.017,1.247.688,51.352.855,27,0
533,81,228.5,2.1,104.3,49,11.902.452,7.104.656,18.138.914,4.111.674,12.406.719,51.687.963,27,0
534,82,219.3,2.3,101.3,49,12.672.808,7.061.434,17.783.855,4.131.444,12.375.743,51.936.492,27,0
535,83,190.9,1.7,79.6,50,1.337.603,701.346,17.404.125,4.141.438,12.594,52.062.128,27,0
536,84,211.5,1.8,71.1,52,14.111.415,6.976.175,1.701.439,4.157.698,13.670.545,5.226.653,27,0
537,85,256.4,2.1,85.8,52,14.911.743,6.945.553,1.665.161,4.184.286,13.976.118,52.600.767,27,0
538,86,284.6,2.5,102.0,56,15.695.776,691.105,16.273.462,4.205.208,14.435.828,5.286.378,27,0
539,87,285.4,2.6,102.5,58,16.463.919,6.882.535,15.897.514,423.514,14.820.422,53.240.053,27,0
540,88,290.1,2.9,94.7,60,17.259.126,6.866.412,15.595.734,4.296.162,14.812.464,54.007.165,27,0
541,89,288.3,2.5,94.8,64,18.092.251,6.840.837,15.293.847,4.338.045,15.229.697,54.533.675,27,0
542,90,306.1,2.7,92.7,71,18.839.906,7.015.536,150.435.705,4.387.283,15.248.383,5.510.485,27,0
543,91,316.0,3.0,98.0,72,19.385.065,7.020.422,14.803.016,4.427.429,14.977.459,55.609.092,27,0
544,92,338.0,3.3,109.5,78,20.389.564,7.013.239,14.625.731,4.471.503,1.540.558,56.162.667,27,0
545,93,353.9,3.4,112.7,85,21.265.411,70.176.186,14.479.105,4.521.709,15.204.852,56.793.258,27,0
546,94,359.0,3.2,117.6,92,22.152.734,70.197.334,14.346.955,4.566.028,15.769.824,57.349.913,27,0
547,95,356.1,3.9,123.7,100,23.140.001,7.028.978,14.295.383,4.605.445,16.077.282,57.844.993,27,0
548,96,338.8,3.6,115.6,105,23.930.857,70.422.935,14.288.652,4.647.723,16.679.544,5.837.601,27,0
549,97,337.8,2.8,114.7,110,2.492.936,7.042.054,14.305.635,4.687.726,17.091.784,58.878.455,27,0
550,98,310.2,2.6,92.5,113,25.979.333,70.362.564,14.343.526,4.726.411,18.008.614,59.364.345,27,0
551,99,274.0,2.8,82.0,117,270.455,7.039.762,14.375.078,4.775.508,18.383.717,5.998.101,27,0
552,77,288.7,14.3,65.7,91,11.300.861,47.170.097,1.866.394,2.459.202,8.645.796,5.199.598,28,0
553,78,321.2,12.6,70.2,67,11.242.828,4.724.821,18.492.638,2.487.817,8.871.568,52.601.002,28,0
554,79,323.6,12.6,70.7,110,112.016.945,47.295.265,18.311.438,2.507.067,8.985.228,53.008.016,28,0
555,80,341.9,14.5,81.0,141,11.273.364,47.101.105,18.168.034,2.525.342,8.554.884,5.346.563,28,0
556,81,304.6,12.6,81.4,132,11.367.082,47.068.333,18.125.355,2.539.051,8.659.495,53.755.872,28,0
557,82,294.6,14.0,73.0,177,11.429.938,4.695.921,18.004.175,2.556.768,8.566.631,54.130.968,28,0
558,83,280.4,11.2,63.8,210,11.461.991,46.829.727,17.840.622,256.773,8.615,54.363.053,28,0
559,84,282.0,9.7,60.5,211,11.520.649,46.618.347,1.764.359,2.578.058,9.075.017,5.458.171,28,0
560,85,270.9,10.6,62.6,229,11.526.693,4.647.882,1.739.784,2.588.097,9.187.772,54.794.256,28,0
561,86,274.1,11.2,64.6,237,11.561.708,46.411.854,17.179.623,2.593.596,9.356.337,54.910.675,28,0
562,87,269.8,10.2,57.0,249,11.610.951,46.354.332,16.911.007,2.588.539,9.570.701,54.803.614,28,0
563,88,325.2,8.6,77.2,256,11.663.869,46.278.976,16.612.766,2.580.353,984.719,54.630.302,28,0
564,89,311.2,9.7,78.3,277,11.731.855,46.197.006,1.632.527,2.574.273,1.006.962,54.501.574,28,0
565,90,340.4,12.2,86.2,293,11.908.664,48.011.932,16.058.191,2.577.426,10.030.969,54.939.378,28,0
566,91,389.1,12.8,116.3,307,12.055.009,47.804.905,15.938.685,259.123,10.092.186,5.523.362,28,1
567,92,411.7,12.2,124.5,330,12.179.023,47.483.078,15.830.591,2.610.193,1.044.481,55.637.825,28,1
568,93,433.9,13.5,139.3,327,12.337.806,47.347.977,15.776.146,2.635.574,10.657.453,56.178.838,28,1
569,94,493.7,15.3,162.5,361,1.243.913,47.248.005,15.659.877,266.345,11.120.928,56.773.033,28,1
570,95,502.8,12.9,130.9,395,12.549.855,4.720.134,15.577.407,2.690.788,1.123.899,57.355.758,28,1
571,96,488.3,11.1,134.2,452,12.661.531,47.117.947,15.503.492,2.709.925,1.145.794,57.763.677,28,1
572,97,469.0,13.1,137.0,482,12.7257,4.701.833,15.404.898,2.731.826,11.729.448,58.230.508,28,1
573,98,410.7,11.4,123.3,531,12.798.769,47.030.334,15.280.581,2.751.335,122.090.025,58.646.355,28,1
574,99,349.3,7.7,111.6,574,12.893.359,470.393,15.122.305,2.768.619,12.370.228,5.901.477,28,1
575,77,460.4,9.6,189.0,105,36.461.775,64.352.425,17.501.036,4.863.175,11.493.204,70.485.905,29,0
576,78,467.9,10.4,184.0,111,36.774.657,6.430.529,17.358.816,4.8894,11.898.536,70.866,29,0
577,79,527.2,11.2,210.9,116,37.221.715,64.122,17.221.525,4.912.428,11.954.236,7.119.977,29,0
578,80,554.5,11.1,223.6,113,38.303.394,6.424.608,17.218.384,4.921.966,113.525.095,7.138.975,29,0
579,81,540.2,10.4,215.2,112,38.733.768,6.413.373,17.128.984,4.932.079,11.460.872,7.153.643,29,0
580,82,506.5,9.7,193.0,131,3.895.451,6.391.703,16.929.827,4.929.442,1.138.812,7.149.818,29,0
581,83,477.2,8.1,167.9,147,39.126.756,6.374.535,16.643.942,4.943.727,11.716,7.170.538,29,0
582,84,460.7,7.1,140.8,162,3.934.932,63.530.476,16.383.068,4.975.283,1.242.864,7.216.307,29,0
583,85,503.5,8.1,147.6,175,39.658.985,63.328.743,16.119.041,5.000.254,12.841.768,7.252.526,29,0
584,86,578.6,9.2,170.2,194,3.993.655,6.310.036,15.819.316,5.023.068,13.185.044,72.856.165,29,0
585,87,544.6,8.3,164.1,203,40.129.375,62.981,15.525.398,5.056.695,13.374.249,73.343.895,29,0
586,88,552.5,8.0,168.1,218,4.0438,62.864.357,15.264.762,508.173,13.544.412,73.707.014,29,0
587,89,632.6,7.9,195.0,236,40.686.884,62.687.096,1.500.173,5.095.819,137.176.485,7.391.136,29,0
588,90,715.3,8.8,216.4,269,41.067.266,64.762.375,1.475.709,512.637,13.526.262,7.440.521,29,0
589,91,763.0,10.5,251.1,287,4.134.636,6.469.089,14.549.001,515.777,1.356.736,7.486.095,29,0
590,92,740.4,10.5,226.9,305,41.794.977,64.612.434,14.394.016,5.193.686,1.387.482,7.538.225,29,0
591,93,744.4,11.3,241.8,311,4.216.366,64.602.905,14.248.351,5.237.757,13.983.255,760.219,29,0
592,94,743.5,10.5,230.7,308,4.260.201,6.467.593,14.111.588,5.281.206,14.291.424,7.665.253,29,0
593,95,663.8,8.8,204.0,338,4.286.511,647.411,14.052.203,532.461,14.449.475,772.825,29,0
594,96,590.9,8.1,170.6,358,4.333.734,647.839,14.050.275,5.367.888,14.667.865,77.910.654,29,0
595,97,577.4,7.9,156.1,409,43.834.853,6.483.846,14.045.869,5.407.113,15.061.734,78.479.975,29,0
596,98,555.7,7.3,149.2,442,44.130.807,6.495.696,14.031.858,5.437.562,15.546.284,78.921.914,29,0
597,99,500.2,6.6,130.7,457,44.511.695,6.511.991,14.027.498,5.468.338,15.789.592,79.368.606,29,0
598,77,218.0,5.4,39.2,73,18.786.837,7.030.823,18.865.541,769.954,10.909.584,52.886.177,30,0
599,78,237.6,4.8,36.8,81,19.177.673,7.022.367,18.671.867,782.316,11.797.688,53.735.296,30,0
600,79,224.2,4.2,33.1,87,1.935.456,70.054.794,18.471.043,787.308,11.386.228,54.078.177,30,0
601,80,222.6,4.0,34.0,96,19.966.986,6.950.651,18.189.621,788.752,11.053.887,5.425.152,30,0
602,81,253.0,3.4,38.1,94,20.068.727,6.926.559,17.824.968,795.317,11.227.424,5.470.307,30,0
603,82,224.8,3.9,33.1,104,2.038.085,6.882.399,1.737.447,80.399,11.013.503,5.529.961,30,0
604,83,212.6,3.7,23.5,114,20.759.728,68.355.515,16.883.696,814.028,11.045,5.599.004,30,0
605,84,237.6,4.4,27.4,104,21.214.702,67.860.855,16.400.553,820.893,11.225.095,56.462.227,30,0
606,85,208.5,5.8,20.9,121,21.616.068,6.742.729,15.968.528,822.305,11.0194,5.655.934,30,0
607,86,157.4,2.9,19.5,136,22.100.208,6.700.379,15.518.194,813.748,11.330.685,55.970.782,30,0
608,87,151.2,4.1,24.2,135,22.741.048,66.647.865,15.119.046,805.064,11.397.491,55.373.483,30,0
609,88,123.0,2.6,22.6,147,23.490.553,6.635.466,14.750.049,800.194,11.250.804,5.503.852,30,0
610,89,116.0,2.9,17.0,158,24.414.675,661.925,1.448.098,799.642,11.742.269,5.500.055,30,0
611,90,159.3,4.9,21.7,165,25.080.516,6.823.551,14.242.133,799.824,118.292.885,54.949.573,30,0
612,91,139.9,2.6,18.6,176,2.550.886,6.846.097,14.155.455,807.837,12.068.079,55.500.083,30,0
613,92,169.9,2.9,26.9,183,25.346.653,687.589,14.155.387,822.436,1.215.094,5.650.306,30,1
614,93,177.5,3.0,32.4,180,25.488.286,6.912.568,14.222.576,839.876,12.451.609,5.770.123,30,1
615,94,177.1,3.3,32.7,182,2.589.824,69.450.935,14.243.973,854.923,12.182.688,5.873.499,30,1
616,95,171.4,4.0,29.1,204,2.634.821,6.994.066,14.280.582,868.522,12.271.656,5.966.927,30,1
617,96,161.0,3.9,29.7,228,2.675.736,7.026.747,143.212.385,876.656,12.308.205,6.022.809,30,1
618,97,132.1,4.8,20.4,259,27.106.905,7.051.744,14.338.129,878.706,12.527.432,6.036.893,30,1
619,98,138.8,4.1,19.9,255,27.607.832,7.057.711,14.372.172,879.533,13.018.577,6.042.575,30,1
620,99,206.5,2.6,25.8,310,283.038,7.073.254,143.601.055,882.779,13.154.205,60.648.755,30,1
621,77,199.4,3.9,64.7,93,13.994.346,6.876.288,1.813.208,1.556.843,11.496.492,2.035.541,31,0
622,78,190.5,3.0,64.9,83,14.400.685,6.861.212,17.960.539,1.563.884,1.240.736,20.447.472,31,0
623,79,225.9,4.1,73.5,80,14.701.942,68.486.946,17.811.405,1.567.344,12.051.648,2.049.271,31,0
624,80,224.6,4.4,82.2,71,15.191.796,6.848.768,1.770.309,1.572.296,11.209.847,20.514.274,31,0
625,81,181.5,3.1,70.7,89,15.522.056,6.836.901,17.488.888,1.578.528,11.710.759,20.595.584,31,0
626,82,229.6,2.0,61.9,104,15.808.712,68.118.256,17.207.258,1.581.786,11.587.296,20.638.093,31,0
627,83,217.7,2.6,49.8,99,16.091.639,678.284,16.881.577,1.584.301,11.601,20.670.908,31,0
628,84,225.8,3.4,43.2,91,16.451.923,67.589.226,16.582.726,1.588.629,12.436.312,20.727.376,31,0
629,85,237.9,2.9,48.5,95,16.902.658,6.731.978,16.266.811,1.584.662,12.726.018,20.675.616,31,0
630,86,262.6,3.1,51.1,108,17.315.872,66.959.915,1.592.627,1.574.336,12.921.434,2.054.089,31,0
631,87,251.2,3.5,47.1,116,17.732.507,66.748.375,15.611.551,1.566.558,13.185.695,20.439.407,31,0
632,88,273.2,3.6,56.1,123,18.210.407,6.665.886,15.330.228,1.571.464,134.585.285,20.503.419,31,0
633,89,279.5,2.5,52.0,129,18.723.954,6.645.169,15.071.805,1.574.881,13.553.034,20.548.001,31,0
634,90,330.0,2.7,51.1,141,19.248.873,6.857.947,14.866.031,1.580.664,13.783.056,2.056.068,31,0
635,91,334.6,3.3,54.0,140,19.419.099,68.711.624,14.743.102,1.590.805,13.717.946,2.069.259,31,0
636,92,348.6,4.2,56.7,145,19.970.595,6.894.002,14.636.678,1.602.406,13.978.479,20.843.493,31,0
637,93,377.8,3.9,62.4,151,20.454.686,6.901.521,14.556.347,1.612.149,13.895.063,20.970.227,31,0
638,94,389.5,3.1,75.4,153,21.026.165,6.906.844,14.505.557,1.621.551,142.248.955,21.092.523,31,0
639,95,382.0,2.9,65.2,164,21.598.735,6.922.701,14.510.727,1.635.142,14.516.184,2.126.931,31,0
640,96,435.0,2.9,63.7,183,22.154.489,6.932.784,1.455.224,1.647.657,15.268.575,214.321,31,0
641,97,438.4,3.0,66.2,194,22.625.635,6.934.474,14.587.312,1.656.042,1.527.101,21.541.169,31,0
642,98,451.4,3.1,77.6,200,2.292.488,693.675,14.623.381,1.660.772,15.809.014,21.602.696,31,0
643,99,430.2,3.6,75.9,215,23.520.012,69.410.416,14.634.028,1.666.028,16.174.107,21.671.062,31,0
644,77,743.0,15.8,323.1,156,36.813.724,703.189,18.483.374,678.334,140.562,61.729.015,32,0
645,78,780.8,15.5,359.5,187,37.476.578,703.098,1.834.993,719.436,1.494.384,65.469.337,32,0
646,79,835.6,17.5,407.5,204,38.309.877,7.028.146,18.242.823,765.364,1.476.958,6.964.883,32,0
647,80,912.6,20.0,460.6,224,39.775.863,7.001.524,18.147.036,810.215,1.424.202,73.726.955,32,0
648,81,896.4,17.5,458.0,230,4.061.517,69.685.326,18.004.717,847.639,1.400.688,7.713.242,32,0
649,82,805.4,13.6,419.6,245,4.136.034,69.200.096,17.756.325,881.545,13.401.551,8.021.776,32,0
650,83,655.2,12.8,307.2,301,4.199.899,6.861.285,17.452.942,901.974,13.465,8.207.673,32,0
651,84,628.5,10.8,279.0,354,42.564.373,6.818.571,16.980.446,924.905,13.843.164,8.416.338,32,0
652,85,667.1,10.3,274.9,380,4.310.617,6.763.983,16.573.084,951.024,14.197.432,8.654.011,32,0
653,86,718.9,12.6,286.9,397,43.651.524,67.122.314,16.165.657,980.653,145.685.425,8.923.626,32,0
654,87,695.7,8.4,272.5,447,44.341.607,66.679.695,15.800.973,1.023.418,14.809.022,9.312.774,32,0
655,88,780.7,10.5,291.2,432,4.494.771,6.614.903,15.442.403,1.075.027,1.530.756,9.782.399,32,0
656,89,625.3,8.2,250.6,452,45.781.097,65.826.485,15.291.871,1.137.369,15.713.103,10.349.692,32,0
657,90,600.9,9.7,238.3,438,46.503.897,6.668.157,15.121.993,1.218.629,15.753.589,11.098.019,32,0
658,91,677.0,11.8,312.5,444,47.655.883,6.665.909,14.744.764,1.285.046,15.557.873,11.702.877,32,0
659,92,696.8,10.9,331.3,439,48.614.483,6.616.871,144.251.795,1.330.694,1.611.274,12.118.591,32,0
660,93,875.2,10.4,340.1,448,49.251.666,6.553.869,14.132.331,1.380.197,16.167.385,125.694.135,32,0
661,94,1001.9,11.7,352.4,434,5.034.716,6.517.899,139.075.575,1.456.388,1.655.472,13.263.282,32,0
662,95,945.2,10.7,324.6,468,51.459.684,649.338,13.716.553,1.525.777,16.878.431,13.895.206,32,0
663,96,811.3,13.7,307.6,493,52.020.197,64.623.085,13.598.388,1.596.476,1.723.517,14.539.059,32,1
664,97,798.7,11.2,302.4,515,53.101.583,6.446.743,135.557.165,1.675.581,17.514.685,15.259.467,32,1
665,98,643.6,9.7,254.9,518,5.434.025,6.402.489,1.357.494,1.743.772,18.210.243,1.588.048,32,1
666,99,570.0,9.1,232.7,542,5.589.821,63.634.995,13.654.475,1.809.253,18.540.392,16.476.814,32,1
667,77,113.1,3.2,23.2,30,35.825.893,7.357.484,18.315.584,869.762,11.330.448,9.635.117,33,1
668,78,118.8,1.4,26.3,26,37.968.862,73.856.674,18.164.371,89.152,11.897.008,9.876.149,33,1
669,79,139.9,2.4,28.6,32,39.798.698,7.408.883,18.029.976,909.075,12.047.532,10.070.621,33,1
670,80,179.8,2.5,42.0,35,41.990.805,73.985.504,17.816.284,92.425,11.987.235,10.277.438,33,1
671,81,147.1,2.9,35.8,35,46.239.552,7.405.631,1.762.687,936.644,12.142.584,10.415.257,33,1
672,82,124.8,2.2,33.9,42,49.466.243,73.926.186,17.378.605,947.717,12.286.991,10.538.386,33,1
673,83,125.1,2.0,24.1,47,5.260.274,7.381.657,17.112.486,958.125,13.041,1.065.412,33,1
674,84,133.9,1.0,23.2,50,55.688.405,7.376.155,16.819.332,976.864,13.938.106,10.862.493,33,1
675,85,140.8,2.1,26.7,57,5.881.072,736.675,16.514.757,996.757,14.648.394,11.083.698,33,1
676,86,139.5,2.2,23.6,68,61.664.987,7.346.386,16.225.569,1.025.055,15.429.366,11.398.365,33,1
677,87,149.6,3.0,26.5,76,64.242.715,7.337.527,1.588.103,1.054.283,16.111.366,11.723.373,33,1
678,88,147.9,2.3,21.1,81,6.654.498,7.311.699,15.573.225,1.082.576,16.637.077,12.037.985,33,1
679,89,168.5,3.3,23.8,93,6.910.675,7.284.719,1.524.296,1.104.523,16.569.904,1.228.203,33,1
680,90,131.5,1.9,27.2,103,71.764.505,746.099,14.827.074,1.111.831,15.783.306,12.396.376,33,1
681,91,119.3,3.6,33.0,117,6.962.617,7.420.372,14.344.816,1.107.055,15.589.306,123.431.265,33,1
682,92,125.7,1.6,33.0,132,7.179.407,73.960.655,14.053.359,1.112.766,1.572.934,12.406.801,33,1
683,93,137.8,2.0,27.3,160,74.274.343,7.387.815,13.818.058,1.122.191,1.551.697,12.511.885,33,1
684,94,116.8,1.4,27.1,157,77.480.865,7.381.678,13.602.881,1.133.054,1.600.704,12.633.002,33,1
685,95,114.5,1.8,27.4,177,8.078.708,7.395.155,13.483.018,1.145.604,16.355.232,12.772.928,33,1
686,96,118.2,1.7,27.3,174,85.882.795,7.415.676,13.442.566,1.160.768,1.653.667,12.942,33,1
687,97,113.2,1.4,23.4,176,8.758.659,74.393.196,13.465.629,1.173.239,17.147.673,13.081.045,33,1
688,98,107.2,1.5,21.5,184,8.967.611,7.450.977,13.516.857,1.185.823,18.083.157,13.221.352,33,1
689,99,96.5,1.5,21.4,182,9.426.925,7.465.687,13.545.283,1.201.134,1.873.235,13.392.061,33,1
690,77,392.0,5.6,180.4,78,46.578.975,65.035.515,17.011.484,7.337.173,13.911.529,97.555.816,34,0
691,78,423.5,5.4,192.6,78,4.769.043,648.823,16.890.764,7.350.804,14.375.424,97.737.056,34,0
692,79,501.2,6.6,250.0,74,48.997.803,6.469.986,16.813.978,7.366.514,14.363.468,97.945.935,34,0
693,80,604.4,6.9,303.7,76,50.863.504,6.431.933,16.718.111,737.633,14.239.602,98.772.496,34,0
694,81,630.6,7.3,334.6,76,5.260.983,6.417.092,1.668.408,7.407.475,14.310.472,99.189.544,34,0
695,82,607.4,6.5,307.6,92,5.417.356,6.382.298,1.655.094,7.430.968,14.446.967,99.504.125,34,0
696,83,553.1,5.3,269.0,107,55.582.314,63.405.716,16.343.914,7.467.789,15.036,99.997.175,34,0
697,84,527.7,5.3,242.4,136,57.002.096,62.985.256,16.137.123,7.515.478,15.870.491,10.063.576,34,0
698,85,544.5,5.4,255.0,138,58.380.795,6.248.153,15.897.958,7.565.519,16.345.753,10.130.582,34,0
699,86,572.5,5.2,268.7,149,59.704.022,61.988.926,1.564.329,762.215,17.008.299,10.206.414,34,0
700,87,541.0,4.6,232.8,157,6.102.903,6.144.269,15.361.889,7.670.743,17.741.709,10.271.482,34,0
701,88,582.8,5.3,245.2,177,62.417.684,6.093.272,15.101.537,7.712.334,18.643.564,10.327.175,34,0
702,89,609.0,5.1,273.3,219,6.379.556,6.030.417,14.837.021,7.726.086,18.946.785,1.034.559,34,0
703,90,647.6,5.6,301.0,251,6.547.166,61.646.355,14.556.361,7.757.158,18.871.693,10.455.799,34,0
704,91,634.8,5.2,293.1,271,66.779.037,6.094.882,14.151.862,7.784.269,18.386.843,10.492.343,34,0
705,92,625.8,5.1,285.2,301,68.234.887,60.264.072,13.819.555,782.777,1.888.387,10.550.978,34,0
706,93,626.9,5.3,296.0,290,69.476.643,5.964.001,13.525.711,7.874.891,18.672.588,1.061.449,34,0
707,94,614.2,5.0,288.0,301,7.059.419,59.095.573,13.254.225,7.918.796,1.873.872,10.673.671,34,0
708,95,599.8,5.1,283.0,311,71.709.166,5.870.015,13.046.802,7.965.523,19.147.158,10.736.653,34,0
709,96,531.5,4.2,235.8,340,72.954.984,5.840.384,12.883.276,8.009.624,19.554.825,10.796.096,34,0
710,97,492.6,4.2,210.6,343,7.425.972,58.260.708,12.776.921,8.054.178,20.101.149,1.085.615,34,0
711,98,440.1,4.0,186.2,351,7.550.773,58.168.053,12.738.492,8.095.542,2.086.626,10.911.905,34,0
712,99,411.9,3.5,174.9,382,768.151,58.148.907,12.731.948,8.143.412,21.295.975,10.976.428,34,0
713,77,500.9,8.8,109.6,105,3.851.627,67.433.044,19.613.974,121.572,10.007.029,10.013.178,35,0
714,78,528.2,10.2,111.6,126,39.206.486,67.442.604,19.418.676,1.238.035,10.462.216,10.196.974,35,0
715,79,586.0,12.4,121.0,123,39.389.846,6.625.013,1.890.627,1.284.722,10.453.268,10.581.507,35,0
716,80,615.0,13.1,127.9,112,40.454.407,6.617.848,18.758.667,1.3094,10.158.018,1.079.161,35,0
717,81,671.7,11.4,140.8,106,40.025.244,6.615.292,18.509.968,1.332.709,10.230.063,10.983.714,35,0
718,82,734.5,11.6,126.2,100,4.024.948,6.599.296,18.225.992,1.363.794,10.210.608,11.239.907,35,0
719,83,686.8,8.9,114.0,126,40.524.917,658.366,17.907.602,1.394.352,10.367,11.491.754,35,0
720,84,688.1,9.1,130.3,142,4.106.052,6.547.836,17.537.033,1.416.665,10.755.185,11.675.649,35,0
721,85,703.9,10.9,138.1,133,4.190.435,6.509.621,17.179.852,1.438.371,11.111.074,11.854.542,35,0
722,86,725.6,11.5,129.5,144,42.579.374,6.478.448,16.826.107,1.462.727,11.113.434,12.055.277,35,0
723,87,628.5,10.1,108.3,154,43.357.577,6.437.509,16.464.178,1.478.519,11.125.622,12.185.428,35,0
724,88,658.1,11.5,103.1,174,43.926.544,63.934.338,16.107.115,1.490.329,11.217.124,12.282.763,35,0
725,89,703.9,8.6,105.2,180,4.486.758,6.360.856,15.827.267,1.503.892,11.310.255,12.394.544,35,0
726,90,780.2,9.2,115.1,178,458.461,640.296,15.588.582,1.519.933,1.139.952,12.523.652,35,0
727,91,834.8,10.5,120.3,196,4.688.921,63.901.066,15.365.891,1.547.115,11.508.864,1.274.762,35,0
728,92,934.9,8.9,139.3,191,47.598.925,63.818.695,151.976.595,158.075,1.166.175,1.302.476,35,0
729,93,929.7,8.0,138.4,197,47.912.087,63.696.106,15.062.879,1.614.937,11.868.714,13.306.447,35,0
