No,Tahun,Daerah,ID,CHT-A,CHT-R,KFD,IKFD,Kode Kategori,Kode Kategori
1094,2019,Kab. Bireuen,,363.224.101,361.043.589,371.290.753.393,"0,622",Rendah,2
1095,2019,Kab. Pidie,,906.841.062,889.272.903,425.602.308.419,"0,713",Rendah,2
1096,2019,Kab. Simeulue,,358.330.589,358.330.589,192.364.737.049,"0,322",Sangat Rendah,1
1097,2019,Kota Banda Aceh,,364.571.919,358.330.589,447.930.027.131,"0,751",Sedang,3
1098,2019,Kota Sabang,,364.571.919,358.330.589,119.822.149.906,"0,201",Sangat Rendah,1
1099,2019,Kota Langsa,,366.652.362,358.330.589,255.941.748.530,"0,429",Sangat Rendah,1
1100,2019,Kota Lhokseumawe,,364.571.919,358.330.589,242.330.592.061,"0,406",Sangat Rendah,1
1101,2019,Kab. Gayo Lues,,7.061.599.756,6.919.784.512,286.873.088.290,"0,481",Sangat Rendah,1
1102,2019,Kab. Aceh Barat Daya,,362.491.475,358.330.589,207.063.607.053,"0,347",Sangat Rendah,1
1103,2019,Kab. Aceh Jaya,,366.652.362,268.811.839,147.965.909.654,"0,248",Sangat Rendah,1
1104,2019,Kab. Nagan Raya,,362.235.886,358.075.000,339.581.276.263,"0,569",Rendah,2
1105,2019,Kab. Aceh Tamiang,,366.652.362,358.330.589,410.624.877.448,"0,688",Rendah,2
1106,2019,Kab. Bener Meriah,,1.713.408.645,1.655.287.732,108.609.563.541,"0,182",Sangat Rendah,1
1107,2019,Kab. Pidie Jaya,,1.085.249.366,1.068.514.118,223.502.303.362,"0,375",Sangat Rendah,1
1108,2019,Kota Subulussalam,,366.652.362,358.330.589,227.237.594.082,"0,381",Sangat Rendah,1
1109,2019,Provinsi Sumatera Utara,,5.810.186.420,5.606.284.523,3.791.676.966.252,"0,945",Tinggi,4
1110,2019,Kab. Asahan,,183.743.429,175.247.522,549.201.906.720,"0,92",Sedang,3
1111,2019,Kab. Dairi,,462.777.798,422.627.067,285.317.939.226,"0,478",Sangat Rendah,1
1112,2019,Kab. Deli Serdang,,654.866.026,577.611.991,1.793.585.741.215,"3,006",Sangat Tinggi,5
1113,2019,Kab. Karo,,653.678.091,641.096.330,385.533.941.983,"0,646",Rendah,2
1114,2019,Kab. Labuhanbatu,,177.321.119,87.674.142,437.238.547.222,"0,733",Sedang,3
1115,2019,Kab. Langkat,,183.693.049,175.197.142,784.816.609.674,"1,315",Tinggi,4
1116,2019,Kab. Mandailing Natal,,187.411.384,176.194.875,465.397.161.176,"0,78",Sedang,3
1117,2019,Kab. Nias,,181.619.452,175.247.522,227.756.685.707,"0,382",Sangat Rendah,1
1118,2019,Kab. Simalungun,,675.371.049,666.875.142,694.877.101.784,"1,165",Tinggi,4
1119,2019,Kab. Tapanuli Selatan,,181.619.452,175.247.522,565.915.496.913,"0,948",Sedang,3
1120,2019,Kab. Tapanuli Tengah,,183.743.429,175.247.522,380.133.095.181,"0,637",Rendah,2
1121,2019,Kab. Tapanuli Utara,,1.230.080.858,1.220.174.244,377.168.608.186,"0,632",Rendah,2
1122,2019,Kab. Toba Samosir,,181.619.452,175.247.522,234.031.486.366,"0,392",Sangat Rendah,1
1123,2019,Kota Binjai,,179.495.476,87.724.522,387.534.261.617,"0,649",Rendah,2
1124,2019,Kota Medan,,362.419.555,351.942.167,3.203.478.845.718,"5,369",Sangat Tinggi,5
1125,2019,Kota Pematang Siantar,,4.333.791.613,4.263.758.638,383.195.783.827,"0,642",Rendah,2
1126,2019,Kota Sibolga,,183.693.049,175.197.142,330.151.760.407,"0,553",Rendah,2
1127,2019,Kota Tanjung Balai,,183.693.049,175.197.142,286.966.042.318,"0,481",Sangat Rendah,1
1128,2019,Kota Tebing Tinggi,,183.693.049,175.197.142,352.664.820.163,"0,591",Rendah,2
1129,2019,Kota Padang Sidempuan,,181.469.127,175.097.197,269.991.800.935,"0,453",Sangat Rendah,1
1130,2019,Kab. Pakpak Bharat,,202.284.689,191.124.169,204.861.922.554,"0,343",Sangat Rendah,1
1131,2019,Kab. Nias Selatan,,183.693.049,175.197.142,348.425.578.146,"0,584",Rendah,2
1132,2019,Kab. Humbang Hasundutan,,483.126.897,463.929.661,298.406.253.815,"0,5",Sangat Rendah,1
1133,2019,Kab. Serdang Bedagai,,183.743.429,175.247.522,465.186.199.798,"0,78",Sedang,3
1134,2019,Kab. Samosir,,181.619.452,175.247.522,261.370.429.235,"0,438",Sangat Rendah,1
1135,2019,Kab. Batu Bara,,183.743.429,175.247.522,375.561.317.456,"0,629",Rendah,2
1136,2019,Kab. Padang Lawas,,258.454.429,249.958.522,341.554.323.997,"0,572",Rendah,2
1137,2019,Kab. Padang Lawas Utara,,181.619.452,175.247.522,321.645.097.991,"0,539",Rendah,2
1138,2019,Kab. Labuhanbatu Selatan,,181.619.452,175.247.522,376.530.489.477,"0,631",Rendah,2
1139,2019,Kab. Labuhanbatu Utara,,181.619.452,175.247.522,325.093.267.018,"0,545",Rendah,2
1140,2019,Kab. Nias Utara,,181.619.452,175.247.522,176.125.496.969,"0,295",Sangat Rendah,1
1141,2019,Kab. Nias Barat,,177.221.174,87.574.197,218.861.968.337,"0,367",Sangat Rendah,1
1142,2019,Kota Gunungsitoli,,181.569.072,175.197.142,224.195.569.189,"0,376",Sangat Rendah,1
1143,2019,Provinsi Sumatera Barat,,3.913.261.585,3.783.834.004,1.826.328.479.215,"0,455",Sedang,3
1144,2019,Kab. Lima Puluh Kota,,2.632.771.720,2.547.885.996,411.920.412.902,"0,69",Rendah,2
1145,2019,Kab. Agam,,1.042.727.470,1.015.548.418,420.692.762.076,"0,705",Rendah,2
1146,2019,Kab. Kepulauan Mentawai,,217.291.095,210.100.651,372.836.870.467,"0,625",Rendah,2
1147,2019,Kab. Padang Pariaman,,217.403.056,210.212.612,451.184.407.722,"0,756",Sedang,3
1148,2019,Kab. Pasaman,,228.182.507,210.536.465,294.891.777.763,"0,494",Sangat Rendah,1
1149,2019,Kab. Pesisir Selatan,,215.605.445,210.212.612,474.884.169.120,"0,796",Sedang,3
1150,2019,Kab. Sijunjung,,217.403.056,210.212.612,276.061.558.566,"0,463",Sangat Rendah,1
1151,2019,Kab. Solok,,664.224.168,646.607.702,307.202.698.932,"0,515",Rendah,2
1152,2019,Kab. Tanah Datar,,1.087.524.590,1.056.024.908,419.983.872.170,"0,704",Rendah,2
1153,2019,Kota Bukit Tinggi,,217.291.095,210.100.651,340.056.817.298,"0,57",Rendah,2
1154,2019,Kota Padang Panjang,,213.807.833,210.212.611,295.193.946.981,"0,495",Sangat Rendah,1
1155,2019,Kota Padang,,217.403.056,210.212.612,1.229.563.792.315,"2,061",Sangat Tinggi,5
1156,2019,Kota Payakumbuh,,229.743.303,210.589.252,352.187.804.934,"0,59",Rendah,2
1157,2019,Kota Sawahlunto,,636.923.390,619.191.592,264.837.510.770,"0,444",Sangat Rendah,1
1158,2019,Kota Solok,,217.403.055,210.212.611,281.328.133.775,"0,471",Sangat Rendah,1
1159,2019,Kota Pariaman,,217.403.055,210.212.611,270.715.250.595,"0,454",Sangat Rendah,1
1160,2019,Kab. Pasaman Barat,,212.010.223,210.212.612,379.644.804.294,"0,636",Rendah,2
1161,2019,Kab. Dharmasraya,,217.403.056,210.212.612,282.318.901.587,"0,473",Sangat Rendah,1
1162,2019,Kab. Solok Selatan,,213.807.834,210.212.612,314.630.418.476,"0,527",Rendah,2
1163,2019,Provinsi Riau,,-,-,3.836.557.086.910,"0,956",Tinggi,4
1164,2019,Kab. Bengkalis,,-,-,2.651.367.689.977,"4,444",Sangat Tinggi,5
1165,2019,Kab. Indragiri Hilir,,-,-,791.026.424.880,"1,326",Tinggi,4
1166,2019,Kab. Indragiri Hulu,,-,-,686.660.229.259,"1,151",Tinggi,4
1167,2019,Kab. Kampar,,-,-,978.815.442.924,"1,64",Tinggi,4
1168,2019,Kab. Kuantan Singingi,,-,-,563.068.970.656,"0,944",Sedang,3
1169,2019,Kab. Pelalawan,,-,-,702.313.832.340,"1,177",Tinggi,4
1170,2019,Kab. Rokan Hilir,,-,-,968.707.773.124,"1,624",Tinggi,4
1171,2019,Kab. Rokan Hulu,,-,-,751.124.561.398,"1,259",Tinggi,4
1172,2019,Kab. Siak,,-,-,1.158.836.458.296,"1,942",Tinggi,4
1173,2019,Kota Dumai,,-,-,576.674.422.062,"0,966",Sedang,3
1174,2019,Kota Pekanbaru,,-,-,1.484.272.653.540,"2,488",Sangat Tinggi,5
1175,2019,Kab. Kepulauan Meranti,,-,-,565.260.537.827,"0,947",Sedang,3
1176,2019,Provinsi Jambi,,2.686.967.807,2.627.333.491,1.402.953.050.535,"0,35",Rendah,2
1177,2019,Kab. Batanghari,,270.562.670,262.611.425,493.542.725.967,"0,827",Sedang,3
1178,2019,Kab. Bungo,,266.527.320,262.551.697,423.613.991.539,"0,71",Rendah,2
1179,2019,Kab. Kerinci,,2.343.168.240,2.255.599.396,375.323.787.755,"0,629",Rendah,2
1180,2019,Kab. Merangin,,719.917.276,712.192.850,407.196.919.349,"0,682",Rendah,2
1181,2019,Kab. Muaro Jambi,,268.696.284,262.732.850,429.844.222.365,"0,72",Sedang,3
1182,2019,Kab. Sarolangun,,268.696.284,262.732.850,375.542.649.057,"0,629",Rendah,2
1183,2019,Kab. Tanjung Jabung Barat,,270.684.095,262.732.850,674.339.667.868,"1,13",Tinggi,4
1184,2019,Kab. Tanjung Jabung Timur,,264.477.811,262.490.000,387.720.180.611,"0,65",Rendah,2
1185,2019,Kab. Tebo,,270.684.095,262.732.850,402.720.971.728,"0,675",Rendah,2
1186,2019,Kota Jambi,,270.684.095,262.732.850,689.200.288.483,"1,155",Tinggi,4
1187,2019,Kota Sungai Penuh,,1.074.689.611,1.060.513.594,254.644.953.921,"0,427",Sangat Rendah,1
1188,2019,Provinsi Sumatera Selatan,,2.672.507.303,653.677.813,3.185.737.868.613,"0,794",Sedang,3
1189,2019,Kab. Lahat,,163.110.000,-,737.983.083.402,"1,237",Tinggi,4
1190,2019,Kab. Musi Banyuasin,,163.110.000,40.777.500,1.788.657.471.473,"2,998",Sangat Tinggi,5
1191,2019,Kab. Musi Rawas,,163.110.000,-,708.833.979.408,"1,188",Tinggi,4
1192,2019,Kab. Muara Enim,,163.110.000,122.332.500,1.519.040.760.783,"2,546",Sangat Tinggi,5
1193,2019,Kab. Ogan Komering Ilir,,165.712.599,40.816.888,629.987.769.425,"1,056",Sedang,3
1194,2019,Kab. Ogan Komering Ulu,,163.110.000,-,586.528.694.469,"0,983",Sedang,3
1195,2019,Kota Palembang,,164.391.605,-,2.645.725.731.467,"4,434",Sangat Tinggi,5
1196,2019,Kota Prabumulih,,163.110.000,-,478.678.403.835,"0,802",Sedang,3
1197,2019,Kota Pagar Alam,,163.110.000,-,407.017.357.052,"0,682",Rendah,2
1198,2019,Kota Lubuk Linggau,,163.110.000,-,497.212.644.172,"0,833",Sedang,3
1199,2019,Kab. Banyuasin,,165.750.730,81.632.519,764.369.509.641,"1,281",Tinggi,4
1200,2019,Kab. Ogan Ilir,,166.954.816,163.110.000,465.081.966.300,"0,779",Sedang,3
1201,2019,Kab. Ogan Komering Ulu Timur,,376.714.947,187.043.766,612.954.207.733,"1,027",Sedang,3
1202,2019,Kab. Ogan Komering Ulu Selatan,,3.372.264.267,2.451.819.750,460.370.800.317,"0,772",Sedang,3
1203,2019,Kab. Empat Lawang,,168.391.460,122.487.538,435.407.013.286,"0,73",Sedang,3
1204,2019,Kab. Penukal Abab Lematang Ilir,,163.149.388,81.594.388,1.072.722.431.045,"1,798",Tinggi,4
1205,2019,Kab. Musi Rawas Utara,,163.110.000,-,514.617.116.821,"0,862",Sedang,3
1206,2019,Provinsi Bengkulu,,-,-,1.279.977.473.917,"0,319",Rendah,2
1207,2019,Kab. Bengkulu Selatan,,-,-,233.205.059.351,"0,391",Sangat Rendah,1
1208,2019,Kab. Bengkulu Utara,,-,-,368.217.073.712,"0,617",Rendah,2
1209,2019,Kab. Rejang Lebong,,-,-,315.469.540.675,"0,529",Rendah,2
1210,2019,Kota Bengkulu,,-,-,446.540.260.159,"0,748",Sedang,3
1211,2019,Kab. Kaur,,-,-,212.293.890.548,"0,356",Sangat Rendah,1
1212,2019,Kab. Seluma,,-,-,202.291.597.495,"0,339",Sangat Rendah,1
1213,2019,Kab. Mukomuko,,-,-,312.666.203.550,"0,524",Rendah,2
1214,2019,Kab. Lebong,,-,-,214.379.274.583,"0,359",Sangat Rendah,1
1215,2019,Kab. Kepahiang,,-,-,194.004.767.959,"0,325",Sangat Rendah,1
1216,2019,Kab. Bengkulu Tengah,,-,-,218.661.096.560,"0,366",Sangat Rendah,1
1217,2019,Provinsi Lampung,,3.539.401.758,3.424.797.879,2.368.577.755.800,"0,59",Sedang,3
1218,2019,Kab. Lampung Barat,,3.105.090.923,3.003.332.516,332.431.945.079,"0,557",Rendah,2
1219,2019,Kab. Lampung Selatan,,269.927.476,260.226.319,639.105.912.148,"1,071",Sedang,3
1220,2019,Kab. Lampung Tengah,,298.932.397,287.733.134,729.613.150.618,"1,223",Tinggi,4
1221,2019,Kab. Lampung Utara,,309.731.750,299.227.734,585.086.296.008,"0,981",Sedang,3
1222,2019,Kab. Lampung Timur,,796.364.566,767.342.170,544.013.137.842,"0,912",Sedang,3
1223,2019,Kab. Tanggamus,,701.944.911,684.831.101,501.404.425.676,"0,84",Sedang,3
1224,2019,Kab. Tulang Bawang,,235.959.572,228.319.324,367.942.334.381,"0,617",Rendah,2
1225,2019,Kab. Way Kanan,,264.794.908,192.301.824,419.730.367.931,"0,703",Rendah,2
1226,2019,Kota Bandar Lampung,,283.478.572,275.838.324,1.357.383.320.178,"2,275",Sangat Tinggi,5
1227,2019,Kota Metro,,270.365.240,262.136.504,344.507.691.978,"0,577",Rendah,2
1228,2019,Kab. Pesawaran,,479.586.688,464.801.111,363.373.253.374,"0,609",Rendah,2
1229,2019,Kab. Pringsewu,,493.600.352,475.442.834,336.128.048.995,"0,563",Rendah,2
1230,2019,Kab. Mesuji,,256.736.572,249.096.324,292.745.073.152,"0,491",Sangat Rendah,1
1231,2019,Kab. Tulang Bawang Barat,,240.774.051,234.843.324,286.164.272.541,"0,48",Sangat Rendah,1
1232,2019,Kab. Pesisir Barat,,249.331.572,241.691.324,254.433.625.761,"0,426",Sangat Rendah,1
1233,2019,Provinsi DKI Jakarta,,-,-,46.052.858.317.979,"11,473",Sangat Tinggi,5
1234,2019,Provinsi Jawa Barat,,117.613.717.373,114.243.070.135,12.727.673.523.265,"3,171",Sangat Tinggi,5
1235,2019,Kab. Bandung,,13.952.492.710,10.200.671.952,2.217.090.905.413,"3,716",Sangat Tinggi,5
1236,2019,Kab. Bekasi,,4.627.763.430,1.149.961.098,2.630.911.918.273,"4,409",Sangat Tinggi,5
1237,2019,Kab. Bogor,,4.757.988.065,4.621.592.253,3.319.280.773.800,"5,563",Sangat Tinggi,5
1238,2019,Kab. Ciamis,,5.028.994.793,4.887.682.971,553.625.214.021,"0,928",Sedang,3
1239,2019,Kab. Cianjur,,5.107.563.638,4.961.378.161,1.159.144.918.053,"1,943",Tinggi,4
1240,2019,Kab. Cirebon,,5.498.094.586,4.007.128.026,949.905.113.160,"1,592",Tinggi,4
1241,2019,Kab. Garut,,28.282.395.381,27.446.640.955,1.248.352.698.831,"2,092",Sangat Tinggi,5
1242,2019,Kab. Indramayu,,4.785.468.571,3.487.221.980,1.209.570.477.175,"2,027",Sangat Tinggi,5
1243,2019,Kab. Karawang,,91.688.958.180,89.666.877.847,1.718.171.732.719,"2,88",Sangat Tinggi,5
1244,2019,Kab. Kuningan,,6.577.980.828,6.394.370.109,630.048.615.997,"1,056",Sedang,3
1245,2019,Kab. Majalengka,,10.482.716.003,10.243.202.292,1.307.152.363.278,"2,191",Sangat Tinggi,5
1246,2019,Kab. Purwakarta,,4.726.413.976,3.466.353.060,724.596.113.736,"1,214",Tinggi,4
1247,2019,Kab. Subang,,4.878.211.447,3.554.704.791,1.184.803.235.427,"1,986",Sangat Tinggi,5
1248,2019,Kab. Sukabumi,,4.785.506.560,4.648.430.495,1.339.633.033.696,"2,245",Sangat Tinggi,5
1249,2019,Kab. Sumedang,,21.247.461.508,20.026.999.488,657.825.973.208,"1,103",Tinggi,4
1250,2019,Kab. Tasikmalaya,,4.956.543.624,4.848.826.630,755.650.261.056,"1,266",Tinggi,4
1251,2019,Kota Bandung,,4.641.080.947,3.406.449.349,3.273.490.098.742,"5,486",Sangat Tinggi,5
1252,2019,Kota Bekasi,,4.639.663.020,4.539.226.165,4.126.513.118.010,"6,916",Sangat Tinggi,5
1253,2019,Kota Bogor,,4.712.209.492,4.577.131.514,1.080.478.443.309,"1,811",Tinggi,4
1254,2019,Kota Cirebon,,4.685.188.864,3.438.311.711,680.638.290.171,"1,141",Tinggi,4
1255,2019,Kota Depok,,4.538.809.000,-,1.517.816.483.769,"2,544",Sangat Tinggi,5
1256,2019,Kota Sukabumi,,4.694.734.940,4.593.074.650,617.411.736.842,"1,035",Sedang,3
1257,2019,Kota Tasikmalaya,,4.754.366.195,4.652.428.782,690.112.132.561,"1,157",Tinggi,4
1258,2019,Kota Cimahi,,4.664.884.919,4.563.926.677,647.892.191.679,"1,086",Sedang,3
1259,2019,Kota Banjar,,4.743.759.840,1.153.435.533,256.770.249.730,"0,43",Sangat Rendah,1
1260,2019,Kab. Bandung Barat,,5.349.950.263,5.194.133.978,721.244.258.007,"1,209",Tinggi,4
1261,2019,Kab. Pangandaran,,5.020.709.411,4.877.480.322,429.194.896.786,"0,719",Rendah,2
1262,2019,Provinsi Jawa Tengah,,220.631.984.675,214.208.143.121,7.820.975.490.500,"1,948",Sangat Tinggi,5
1263,2019,Kab. Banjarnegara,,6.901.170.714,6.698.380.980,617.903.842.880,"1,036",Sedang,3
1264,2019,Kab. Banyumas,,6.605.299.764,6.416.110.092,1.209.089.863.496,"2,026",Sangat Tinggi,5
1265,2019,Kab. Batang,,7.290.137.180,7.094.938.981,566.560.549.563,"0,95",Sedang,3
1266,2019,Kab. Blora,,9.005.099.824,8.725.756.178,613.974.436.219,"1,029",Sedang,3
1267,2019,Kab. Boyolali,,18.696.813.715,18.139.090.481,763.353.889.200,"1,279",Tinggi,4
1268,2019,Kab. Brebes,,6.921.226.342,6.721.258.148,997.878.025.900,"1,672",Tinggi,4
1269,2019,Kab. Cilacap,,6.682.999.361,6.489.204.656,1.055.526.512.478,"1,769",Tinggi,4
1270,2019,Kab. Demak,,15.928.159.979,15.533.567.364,664.712.496.138,"1,114",Tinggi,4
1271,2019,Kab. Grobogan,,10.388.364.121,10.089.699.202,873.494.080.146,"1,464",Tinggi,4
1272,2019,Kab. Jepara,,6.918.195.235,6.718.089.282,811.292.511.100,"1,36",Tinggi,4
1273,2019,Kab. Karanganyar,,12.630.942.337,12.190.302.303,661.344.096.200,"1,108",Tinggi,4
1274,2019,Kab. Kebumen,,8.057.682.567,7.823.399.886,823.297.559.300,"1,38",Tinggi,4
1275,2019,Kab. Kendal,,18.194.222.675,17.626.160.259,711.379.301.249,"1,192",Tinggi,4
1276,2019,Kab. Klaten,,15.684.201.953,15.211.474.759,634.724.688.919,"1,064",Sedang,3
1277,2019,Kab. Kudus,,162.887.819.453,158.209.584.979,594.495.982.100,"0,996",Sedang,3
1278,2019,Kab. Magelang,,14.404.434.985,13.921.988.571,891.462.874.075,"1,494",Tinggi,4
1279,2019,Kab. Pati,,7.008.169.437,6.807.012.627,816.748.901.200,"1,369",Tinggi,4
1280,2019,Kab. Pekalongan,,6.565.623.617,6.374.716.089,696.618.937.587,"1,168",Tinggi,4
1281,2019,Kab. Pemalang,,7.605.188.432,7.384.255.570,795.084.265.500,"1,333",Tinggi,4
1282,2019,Kab. Purbalingga,,7.087.704.791,6.880.785.553,650.064.575.200,"1,089",Tinggi,4
1283,2019,Kab. Purworejo,,7.540.184.379,7.314.288.502,574.932.969.874,"0,964",Sedang,3
1284,2019,Kab. Rembang,,23.192.123.467,22.603.368.201,409.549.418.416,"0,686",Rendah,2
1285,2019,Kab. Semarang,,9.356.516.424,9.081.239.049,714.670.081.700,"1,198",Tinggi,4
1286,2019,Kab. Sragen,,7.612.952.428,7.394.493.245,477.024.834.600,"0,799",Sedang,3
1287,2019,Kab. Sukoharjo,,7.023.224.475,6.801.221.903,634.875.097.000,"1,064",Sedang,3
1288,2019,Kab. Tegal,,7.225.301.901,7.016.271.111,962.732.759.500,"1,614",Tinggi,4
1289,2019,Kab. Temanggung,,32.474.928.986,31.502.686.832,480.223.959.081,"0,805",Sedang,3
1290,2019,Kab. Wonogiri,,8.216.708.004,7.997.532.602,541.256.362.378,"0,907",Sedang,3
1291,2019,Kab. Wonosobo,,14.004.847.398,13.595.523.233,577.509.432.053,"0,968",Sedang,3
1292,2019,Kota Magelang,,6.583.364.550,6.391.525.514,451.895.316.000,"0,757",Sedang,3
1293,2019,Kota Pekalongan,,6.959.395.301,6.739.143.262,463.834.116.000,"0,777",Sedang,3
1294,2019,Kota Salatiga,,6.490.085.941,6.301.116.905,389.270.180.000,"0,652",Rendah,2
1295,2019,Kota Semarang,,8.769.872.680,8.526.919.201,2.728.384.295.100,"4,573",Sangat Tinggi,5
1296,2019,Kota Surakarta,,7.405.827.660,7.197.657.332,1.011.813.969.000,"1,696",Tinggi,4
1297,2019,Kota Tegal,,6.489.175.610,6.300.239.092,419.790.072.000,"0,704",Rendah,2
1298,2019,Provinsi DI Yogyakarta,,5.371.389.028,5.216.294.116,1.260.094.517.114,"0,314",Rendah,2
1299,2019,Kab. Bantul,,4.107.066.151,3.948.215.188,753.453.245.436,"1,263",Tinggi,4
1300,2019,Kab. Gunung Kidul,,1.965.998.914,1.915.871.639,656.626.073.138,"1,1",Tinggi,4
1301,2019,Kab. Kulon Progo,,2.004.791.974,1.966.018.230,598.251.724.273,"1,003",Sedang,3
1302,2019,Kab. Sleman,,3.102.278.854,3.027.282.101,995.516.332.923,"1,668",Tinggi,4
1303,2019,Kota Yogyakarta,,1.353.106.160,1.313.966.778,822.896.435.270,"1,379",Tinggi,4
1304,2019,Provinsi Jawa Timur,,495.561.142.354,481.211.806.219,10.391.622.044.526,"2,589",Sangat Tinggi,5
1305,2019,Kab. Bangkalan,,14.140.607.894,13.723.393.705,455.014.913.499,"0,763",Sedang,3
1306,2019,Kab. Banyuwangi,,16.708.891.485,16.223.684.480,1.186.478.252.290,"1,989",Sangat Tinggi,5
1307,2019,Kab. Blitar,,20.779.181.645,20.279.795.991,787.887.482.993,"1,32",Tinggi,4
1308,2019,Kab. Bojonegoro,,40.791.897.635,39.690.526.836,3.166.536.421.208,"5,307",Sangat Tinggi,5
1309,2019,Kab. Bondowoso,,28.348.547.507,27.540.114.158,585.925.187.517,"0,982",Sedang,3
1310,2019,Kab. Gresik,,14.611.853.074,14.192.459.070,1.422.020.703.659,"2,383",Sangat Tinggi,5
1311,2019,Kab. Jember,,55.030.438.803,53.288.236.632,1.399.914.859.207,"2,346",Sangat Tinggi,5
1312,2019,Kab. Jombang,,35.478.972.334,34.487.153.810,791.758.059.743,"1,327",Tinggi,4
1313,2019,Kab. Kediri,,37.272.837.086,36.166.639.955,913.315.777.662,"1,531",Tinggi,4
1314,2019,Kab. Lamongan,,31.285.454.142,30.417.019.724,1.136.294.413.718,"1,904",Tinggi,4
1315,2019,Kab. Lumajang,,19.298.250.784,18.765.467.031,892.535.834.614,"1,496",Tinggi,4
1316,2019,Kab. Madiun,,15.075.325.794,14.634.708.466,683.059.326.798,"1,145",Tinggi,4
1317,2019,Kab. Magetan,,15.084.092.048,14.641.542.301,603.889.607.316,"1,012",Sedang,3
1318,2019,Kab. Malang,,67.469.570.294,65.140.121.077,1.211.148.752.193,"2,03",Sangat Tinggi,5
1319,2019,Kab. Mojokerto,,15.809.095.872,15.368.330.409,866.686.604.669,"1,453",Tinggi,4
1320,2019,Kab. Nganjuk,,16.232.019.693,15.739.707.658,719.239.065.983,"1,205",Tinggi,4
1321,2019,Kab. Ngawi,,20.556.457.433,19.954.023.679,624.750.040.933,"1,047",Sedang,3
1322,2019,Kab. Pacitan,,14.641.872.106,14.217.098.109,578.237.236.567,"0,969",Sedang,3
1323,2019,Kab. Pamekasan,,48.660.728.256,47.231.468.478,536.365.312.653,"0,899",Sedang,3
1324,2019,Kab. Pasuruan,,183.195.060.701,177.705.461.221,1.023.067.149.375,"1,715",Tinggi,4
1325,2019,Kab. Ponorogo,,16.233.520.656,15.770.375.264,750.400.963.186,"1,258",Tinggi,4
1326,2019,Kab. Probolinggo,,56.622.462.749,55.014.235.027,638.929.231.132,"1,071",Sedang,3
1327,2019,Kab. Sampang,,19.760.908.050,19.197.251.059,593.969.864.005,"0,995",Sedang,3
1328,2019,Kab. Sidoarjo,,18.655.294.907,18.223.295.235,1.943.166.202.185,"3,257",Sangat Tinggi,5
1329,2019,Kab. Situbondo,,29.133.955.081,28.265.433.928,441.806.287.652,"0,74",Sedang,3
1330,2019,Kab. Sumenep,,35.547.252.903,34.495.297.228,677.225.460.675,"1,135",Tinggi,4
1331,2019,Kab. Trenggalek,,14.407.543.042,13.993.879.613,624.651.451.489,"1,047",Sedang,3
1332,2019,Kab. Tuban,,21.108.127.841,20.486.304.203,802.315.313.389,"1,345",Tinggi,4
1333,2019,Kab. Tulungagung,,19.657.382.880,19.096.505.674,827.987.023.013,"1,388",Tinggi,4
1334,2019,Kota Blitar,,26.228.177.494,25.795.388.690,524.518.562.170,"0,879",Sedang,3
1335,2019,Kota Kediri,,61.302.013.191,59.465.470.096,486.996.531.320,"0,816",Sedang,3
1336,2019,Kota Madiun,,14.354.972.826,13.939.983.813,519.686.645.830,"0,871",Sedang,3
1337,2019,Kota Malang,,34.745.537.611,33.933.352.226,943.301.420.395,"1,581",Tinggi,4
1338,2019,Kota Mojokerto,,14.524.817.248,14.096.570.877,469.582.582.351,"0,787",Sedang,3
1339,2019,Kota Pasuruan,,14.302.816.927,13.889.887.051,371.736.731.435,"0,623",Rendah,2
1340,2019,Kota Probolinggo,,14.284.302.914,13.869.423.064,494.717.824.960,"0,829",Sedang,3
1341,2019,Kota Surabaya,,21.042.464.236,20.374.839.467,5.772.697.172.342,"9,675",Sangat Tinggi,5
1342,2019,Kota Batu,,13.926.619.101,13.513.094.538,401.957.131.198,"0,674",Rendah,2
1343,2019,Provinsi Kalimantan Barat,,2.306.761.501,567.906.250,1.818.945.037.112,"0,453",Sedang,3
1344,2019,Kab. Bengkayang,,3.031.541.810,1.514.419.500,263.784.554.365,"0,442",Sangat Rendah,1
1345,2019,Kab. Landak,,177.443.810,87.370.500,403.086.832.005,"0,676",Rendah,2
1346,2019,Kab. Kapuas Hulu,,177.443.810,87.370.500,527.598.925.526,"0,884",Sedang,3
1347,2019,Kab. Ketapang,,221.589.694,87.370.500,652.862.519.613,"1,094",Tinggi,4
1348,2019,Kab. Mempawah,,177.443.810,87.370.500,294.494.834.775,"0,494",Sangat Rendah,1
1349,2019,Kab. Sambas,,177.443.810,43.685.250,472.962.737.783,"0,793",Sedang,3
1350,2019,Kab. Sanggau,,177.443.810,43.685.250,464.414.045.314,"0,778",Sedang,3
1351,2019,Kab. Sintang,,177.443.810,87.370.500,160.508.104.113,"0,269",Sangat Rendah,1
1352,2019,Kota Pontianak,,177.443.810,87.370.500,917.784.456.502,"1,538",Tinggi,4
1353,2019,Kota Singkawang,,177.443.810,43.685.250,311.540.721.531,"0,522",Rendah,2
1354,2019,Kab. Sekadau,,177.443.810,87.370.500,364.553.210.301,"0,611",Rendah,2
1355,2019,Kab. Melawi,,177.443.810,87.370.500,319.858.369.577,"0,536",Rendah,2
1356,2019,Kab. Kayong Utara,,177.443.810,87.370.500,242.097.069.764,"0,406",Sangat Rendah,1
